2602:faad:a2::/48,TW,TW-TPE,Taipei
2a14:7581:e00::/44,TW,TW-NWT,NewTaipei
2a14:7581:ea0::/48,TW,TW-NWT,NewTaipei
2a14:7581:9100::/48,TW,TW-NWT,NewTaipei
2a14:7581:6fe0::/44,TW,TW-TPE,Taipei
